1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
CGCMT16P5,030311403,06A2,06A2-000,20171212,,Crocker Park Blvd. & Main Street - Building ENE,215 & 253 Crocker Park Blvd. and 88-124 Main Street,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00, , ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311403,06A2,06A2-000,20171212,,Crocker Park Blvd. - Building ENW,253-291 Crocker Park Blvd.,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170822, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311403,06A2,06A2-000,20171212,,Main Street & Market Street - Building ESE,140-184 Main Street and 206 Market Street,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170822, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311403,06A2,06A2-000,20171212,,Market Street - Building F,131-167 Market Street,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311403,06A2,06A2-000,20171212,,Market Street - Building GEW,175 Market Street,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311403,06A2,06A2-000,20171212,,Crocker Park Blvd. - Building J,"204, 229 & 287 Crocker Park Blvd.",Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311403,06A2,06A2-000,20171212,,Crocker Park Blvd. - Kiosk,184-187 Crocker Park Blvd.,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170822, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311403,06A2,06A2-000,20171212,,Vine Street & Main Street - Garage,55 & 70 Vine Street and 134 & 137 Main Street,Westlake,OH,44145,Cuyahoga,98,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,,,,,,,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170822, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311403,06A2,06A2-001,20171212,,Crocker Park Blvd. - Building AE,148 Crocker Park Blvd.,Westlake,OH,44145,Cuyahoga,RT,2004,,615062,,6,1.00000000000,1.00000000000,10000000.00,N,,20160519,214400000.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12,20160803,22427857.00,9412556.00,13015301.00,1.46,214400000.00,20160519,0.99,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,11968792.00,1.34,,,,,,,CREFC,N,20250131,20310228,20200331,2,MAI,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Crocker Park Blvd. & Main Street - Building AW,160-196 Crocker Park Blvd. and 9-33 Main Street,Westlake,OH,44145,Cuyahoga,MU,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Crocker Park Blvd. & Main Street - Building BE,200-226 Crocker Park Blvd. and 6-38 Main Street,Westlake,OH,44145,Cuyahoga,MU,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Crocker Park Blvd. - Building BW,238-294 Crocker Park Blvd.,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170822, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Crocker Park Blvd. - Building C,300 Crocker Park Blvd.,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170822, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Crocker Park Blvd. - Building DNE,139-159 Crocker Park Blvd.,Westlake,OH,44145,Cuyahoga,MU,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Crocker Park Blvd. & Main Street - Building DNW,175 & 211 Crocker Park Blvd. and 75-129 Main Street,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Main Street & Market Street - Building DSW,145-197 Main Street and 168-200 Market Street,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Crocker Park Blvd. & Main Street - Building ENE,215 & 253 Crocker Park Blvd. and 88-124 Main Street,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00, , ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Crocker Park Blvd. - Building ENW,253-291 Crocker Park Blvd.,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170822, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Main Street & Market Street - Building ESE,140-184 Main Street and 206 Market Street,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170822, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Market Street - Building F,131-167 Market Street,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Market Street - Building GEW,175 Market Street,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Crocker Park Blvd. - Building J,"204, 229 & 287 Crocker Park Blvd.",Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Crocker Park Blvd. - Kiosk,184-187 Crocker Park Blvd.,Westlake,OH,44145,Cuyahoga,RT,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170822, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-000,20171212,,Vine Street & Main Street - Garage,55 & 70 Vine Street and 134 & 137 Main Street,Westlake,OH,44145,Cuyahoga,98,2004,,0,,6,0.00000000000,0.00000000000,0.00,N,, ,0.00, , , ,, ,,,,,,,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12, ,,,,,0.00, ,0.00,20170822, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,,,,,,,,,CREFC,N,20250131,20310228,20200331,2,,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311405,06A4,06A4-001,20171212,,Crocker Park Blvd. - Building AE,148 Crocker Park Blvd.,Westlake,OH,44145,Cuyahoga,RT,2004,,615062,,6,1.00000000000,1.00000000000,30000000.00,N,,20160519,214400000.00, , , ,, ,20160722,0.00,0.00,0.0328,0.0864,0.187,Dick's Sporting Goods,75000,Fitness & Sports Clubs,40000,Barnes & Noble,28684,12,20160803,22427857.00,9412556.00,13015301.00,1.46,214400000.00,20160519,0.99,20170821, ,,,,,,0.00, ,,,,,,,20160901,,,,,, , ,,11968792.00,1.34,,,,,,,CREFC,N,20250131,20310228,20200331,2,MAI,N,Regal Cinemas Crocker Park 16,24442,H&M,20148,20200430,20180731,,
CGCMT16P5,030311617,15A2,15A2-001,20171212,,4 Research Way,4 Research Way,Plainsboro,NJ,8540,Middlesex,OF,1984,,128595,,6,0.30261607353,0.30261607353,6532030.00,Y,,20160707,25680000.00, , , ,0.92,20170930,20170930,0.00,0.00,0.00,0.00,0.9153,SES Americom,73824,Technicolor USA,16933,NTT Data Inc.,15205,12, ,,,,,25680000.00,20160707,0.90,20170814,20161231,3465125.00,1984465.00,1480660.00,620074.75,2.39,0.92, ,,,,,,,20160901,3474658.67,1954670.36,1519988.31,620074.95,2.45,20170101,20170930,YA,,,1277603.00,2.06,,,1316931.31,2.12,CREFC,Y,20231231,20260125,20230228,3,MAI,N,SES CAFÉ,7540,NNIT Inc,4207,20231231,20220430,,
CGCMT16P5,030311617,15A2,15A2-002,20171212,,2 Research Way,2 Research Way,Plainsboro,NJ,8540,Middlesex,OF,1984,,122358,,6,0.27775159086,0.27775159086,5995325.04,Y,,20160707,23570000.00, , , ,0.58,20170930,20170930,0.0349,0.0897,0.1358,0.0254,0.2967,Princeton Consultants,17554,Abbott Point Of Care Inc.,13408,"Smith, Stratton",10684,12, ,,,,,23570000.00,20160707,0.71,20170814,20161231,2161268.00,1349741.72,811526.28,569126.39,1.43,0.66, ,,,,,,,20160901,2182569.33,1318093.43,864475.91,569126.40,1.52,20170101,20170930,YA,,,625154.28,1.10,,,678103.91,1.19,CREFC,Y,20220831,20241231,20200430,2,MAI,N,CitiusTech Inc.,5493,NATIONAL BUSINESS PARKS,5400,20181031,20181114,,
CGCMT16P5,030311617,15A2,15A2-003,20171212,,107 College Road East,107 College Road East,Plainsboro,NJ,8540,Middlesex,OF,1980,,79810,,6,0.16309215178,0.16309215178,3520377.54,Y,,20160707,13840000.00, , , ,0.99,20170930,20170930,0.0398,0.00,0.00,0.00,0.947,Dr Reddy's Inc.,75584,Jaxgennaro LLC.,3175,,,12, ,,,,,13840000.00,20160707,1.00,20170814,20161231,1902948.00,831327.92,1071620.08,334183.77,3.21,0.99, ,,,,,,,20160901,1888581.33,822011.24,1066570.09,334183.76,3.19,20170101,20170930,YA,,,962185.08,2.88,,,957135.09,2.86,CREFC,Y,20241211, , ,2,MAI,N,,,,, , ,,
