1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
WFCM16LC24,,28200846,20,16600000,120,360,0.04858,0.04858,20160206,0,Y,Y,1,3,Y,5,20181005,,20251005,L(32) D(84) O(4),,,20210206,,,,,,,,1,,,,,,N,,,112,360,20260106,16600000,0.04858,0.0001105,,,,,0.000005,0.0484645,69442.41,1,Aspen at Norman Student Housing,1300 Steamboat Way ,Norman,OK,73071,Incomplete,MF,,684,2015,3249427.08,1.33,51500000,20151106,1,4935428.4,1686001.32,,N,,,Y,Y,1,,20181006,,,3168715.08,1.3,,LCF,N,,2,PP,20160104,52,,1,
WFCM16LC24,,310932777,21,15500000,120,360,0.0442,0.0442,20160911,0,Y,Y,1,3,Y,5,20190910,20260510,20260510,L(36) GRTR 1% or YM(80) O(4),,,20170911,,,,,,,,1,,,,,,N,,,119,360,20260811,15500000,0.0442,0.0001265,,,,,0.000005,0.0440685,58994.72,1,Century Springs Park,6000-6100 Lake Forrest Drive,Atlanta,GA,30328,Incomplete,OF,192247,,1983,1586511,1.7,22500000,20151123,0.85,2931501,1344990,,N,,,Y,Y,1,,,,,1315400,1.41,,WFB,N,,0,WL,20160721,11,,1,
WFCM16LC24,,28000934,22,14000000,120,360,0.045,0.045,20161006,0,Y,Y,1,3,Y,5,20181005,,20260705,L(24) D(93) O(3),,,20191006,,,,,,,,1,,,,,,N,,,120,360,20260906,14000000,0.045,0.0001265,,,,,0.000005,0.0448685,54250,1,Latrobe Shopping Center,10 Latrobe 30 Plaza,Latrobe,PA,15650,Incomplete,RT,272846,,1969,1542065.91,1.81,19700000,20160606,0.82,2120449.05,578383.14,,N,,,Y,Y,1,,20181006,,,1359576.96,1.6,,LCF,N,,0,WL,20160811,36,,1,
WFCM16LC24,,28000899,24,14000000,120,360,0.0495,0.0495,20160706,0,N,Y,1,3,Y,2,20181005,,20260305,L(27) D(89) O(4),,,,,,,,,,,1,,,,,,N,,,117,357,20260606,13952707.39,0.0495,0.0001265,,,,,0.000005,0.0493685,74727.8,1,2500 East TC Jester Blvd,2500 East TC Jester Boulevard,Houston,TX,77008,Incomplete,OF,152250,,1981,1489528.07,1.66,20900000,20151124,0.96,2581420.84,1091892.77,,N,,,Y,Y,1,,20181006,,,1281050.29,1.43,,LCF,N,,1,WL,20160519,0,,1,
WFCM16LC24,,310934423,25,13000000,120,360,0.0439,0.0439,20161011,0,Y,Y,1,3,Y,5,20181010,,20260610,L(24) D(92) O(4),,,20181011,,,,,,,,1,,,,,,N,,,120,360,20260911,13000000,0.0439,0.0001265,,,,,0.000005,0.0437685,49143.61,1,New Garden Town Square Shopping Center,350 Scarlett Road,Kennett Square,PA,19348,Incomplete,RT,118719,,1995,1194996,1.53,18725000,20160524,0.99,1674114,479118,,N,,,Y,Y,1,,20181011,,,1117525,1.43,,WFB,N,,0,WL,20160812,24,,1,
WFCM16LC24,,410934509,26,12300000,120,360,0.0462,0.0462,20160711,0,Y,Y,1,3,Y,5,20181010,20260310,20260310,L(27) GRTR 1% or YM or D(89) O(4),,,20190711,,,,,,,,1,,,,,,N,,,117,360,20260611,12300000,0.0462,0.0001265,,,,,0.000005,0.0460685,48933.5,1,SPS - Walnut Creek,2690 North Main Street,Walnut Creek,CA,94597,Incomplete,SS,85761,,1985,1181900,1.56,19200000,20160414,0.99,1696014,514114,,N,,,N,N,1,,20181011,,,1169036,1.54,,WFB,N,,0,WL,20160601,33,,1,
WFCM16LC24,,300571575,27,12300000,120,360,0.0433,0.0433,20161006,0,Y,Y,1,3,Y,5,20181005,,20260605,L(24) D(92) O(4),,,20181006,,,,,,,,1,,,,,,N,,,120,360,20260906,12300000,0.0433,0.0001265,,,,,0.000005,0.0431685,45861.92,1,Hunting Creek Plaza,1830 Highway 20,Conyers,GA,30013,Incomplete,RT,136871,,1988,1209334,1.65,17000000,20160727,0.89,1762525,553192,,N,,,Y,Y,1,,20181006,,,1120367,1.53,,RMF,N,,0,WL,20160816,24,,1,
WFCM16LC24,,28000913,28,12000000,120,360,0.0445,0.0445,20160806,0,N,Y,1,3,Y,2,20181005,,20260305,L(26) D(89) O(5),,,,,,,,,,,1,,,,,,N,,,118,358,20260706,11971018.75,0.0445,0.0005265,,,,,0.000005,0.0439685,60446.25,1,Lakeview Center,2660 Eastchase Lane,Montgomery,AL,36117,Incomplete,OF,99598,,2005,1352352.7,1.86,17500000,20160519,1,2072764.27,720411.57,,N,,,Y,Y,1,,20181006,,,1206752.41,1.66,,LCF,N,,0,WL,20160629,0,,1,
WFCM16LC24,,300571579,29,11250000,120,360,0.0475,0.0475,20161006,0,N,Y,1,3,Y,2,20181005,,20260605,L(24) D(92) O(4),,,,,,,,,,,1,,,,,,N,,,120,360,20260906,11250000,0.0475,0.0001265,,,,,0.000005,0.0473685,58685.33,1,Mesa South Shopping Center,1356 South Gilbert Road,Mesa,AZ,85204,Incomplete,RT,133663,,1981,1148863,1.63,17320000,20160722,0.86,1635347,486484,,N,,,Y,Y,1,,20181006,,,1061982,1.51,,RMF,N,,0,WL,20160819,0,,1,
WFCM16LC24,,28000826,30,11100000,120,360,0.0498,0.0498,20160106,0,Y,Y,1,3,Y,5,20181005,,20251005,L(33) D(84) O(3),,,20180106,,,,,,,,1,,,,,,N,,,111,360,20251206,11100000,0.0498,0.0001265,,,,,0.000005,0.0496685,47600.5,1,Winchester Ridge,8351 Dove Parkway,Canal Winchester,OH,43110,Incomplete,MF,,87,2015,1022775.59,1.43,14300000,20150911,0.97,1479571.45,456795.86,,N,,,Y,Y,1,,20181006,,,1000775.59,1.4,,LCF,N,,0,WL,20151117,15,,1,
WFCM16LC24,,610935236,31,10900000,120,360,0.0435,0.0435,20160911,0,N,Y,1,3,Y,2,20181010,20260510,20260510,L(25) GRTR 1% or YM(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260811,10886568.09,0.0435,0.0004265,,,,,0.000005,0.0430685,54261.49,1,Draper Retail Center,"268, 272, 278 and 280 East 12300 South",Draper,UT,84020,Incomplete,RT,64345,,2006,988013,1.52,14700000,20160514,1,1319970,331957,,N,,,Y,Y,1,,,,,920729,1.41,,WFB,N,,0,WL,20160801,0,,1,
WFCM16LC24,,28000925,32,10500000,120,336,0.0443,0.0443,20160906,0,N,Y,1,3,Y,2,20181005,,20260605,L(25) D(92) O(3),,,,,,,,,,,1,,,,,,N,,,119,335,20260806,10485464.9,0.0443,0.0001265,,,,,0.000005,0.0441685,54589.68,1,Walmart Savannah,10530 Abercorn Street,Savannah ,GA,31419,Incomplete,RT,41117,,2015,790808.31,1.21,15275000,20160626,1,798796.27,7987.96,,N,,,N,N,1,,20181006,,,784640.76,1.2,,LCF,N,,0,WL,20160721,0,,1,
WFCM16LC24,,28000901,33,10275000,60,,0.04455,0.04455,20160706,0,Y,Y,1,3,Y,3,20160705,20210305,20260305,GRTR 1% or YM(56) O(4),,,,,,,,,,,1,,,,,,N,,,57,,20260606,10275000,0.04455,0.0001265,,,,,0.000005,0.0444185,39417.47,2,FedEx and Veolia Industrial Portfolio,Various,Various,XX,Various,Incomplete,IN,138960,,,1149620.38,2.48,18730000,,1,1314202.45,164582.07,,N,,,N,Y,1,20210606,,,,1114270.38,2.4,,LCF,N,,0,WL,20160518,57,,1,
WFCM16LC24,,410934184,34,10250000,120,360,0.0435,0.0435,20161011,0,Y,Y,1,3,Y,5,20181010,,20260610,L(24) D(92) O(4),,,20171011,,,,,,,,1,,,,,,N,,,120,360,20260911,10250000,0.0435,0.0001265,,,,,0.000005,0.0433685,38394.79,1,Olympic Shopping Centre,6600-6692 Southwest Freeway,Houston,TX,77074,Incomplete,RT,60157,,1980,994881,1.62,14200000,20160630,1,1434906,440025,,N,,,Y,Y,1,,20181011,,,961749,1.57,,WFB,N,,0,WL,20160817,12,,1,
WFCM16LC24,,300571568,35,10125000,120,360,0.046,0.046,20160906,0,Y,Y,1,3,Y,5,20181005,20260505,20260505,L(25) GRTR 1% or YM(91) O(4),,,20190906,,,,,,,,1,,,,,,N,,,119,360,20260806,10125000,0.046,0.0001265,,,,,0.000005,0.0458685,40106.25,1,Clear Creek Landing Apartments,11717 Beamer Drive,Houston,TX,77089,Incomplete,MF,,200,1977,971207,1.56,14010000,20160603,0.92,1933703,962495,,N,,,Y,Y,1,,,,,921207,1.48,,RMF,N,,0,WL,20160802,35,,1,
WFCM16LC24,,28210779,36,9600000,60,,0.0496,0.0496,20151106,0,Y,Y,1,3,Y,3,20180105,20200705,20200705,L(26) GRTR 1% or YM(30) O(4),,,,,,,,,,,1,,,,,,N,,,49,,20201006,9600000,0.0496,0.0001105,,,,,0.000005,0.0494845,41002.67,21,Equity Inns Portfolio,Various,Various,XX,Various,Incomplete,LO,,2690,,30345326.72,2.6,360000000,20150820,0.76,89013820.37,58668493.65,,N,,,Y,Y,1,,,,,26784773.91,2.3,,LCF,N,,2,PP,20151006,49,,1,
WFCM16LC24,,28000871,37,9350000,120,360,0.0516,0.0516,20160506,0,Y,Y,1,3,Y,5,20181005,,20260205,L(29) D(88) O(3),,,20171106,,,,,,,,1,,,,,,N,,,115,360,20260406,9350000,0.0516,0.0001265,,,,,0.000005,0.0514685,41545.17,1,Maplecrest Apartments,5450 Kinzie Court,Fort Wayne,IN,46835,Incomplete,MF,,94,2015,855843.86,1.4,12780000,20160309,0.93,1390149.85,534305.99,,N,,,Y,Y,1,,20181006,,,832093.86,1.36,,LCF,N,,0,WL,20160317,13,,1,
WFCM16LC24,,28000842,38,8800000,120,360,0.05015,0.05015,20160206,0,Y,Y,1,3,Y,5,20181005,,20251105,L(32) D(85) O(3),,,20180206,,,,,,,,1,,,,,,N,,,112,360,20260106,8800000,0.05015,0.0001265,,,,,0.000005,0.0500185,38002.56,4,Indy Portfolio,Various,Indianapolis,IN,Various,Incomplete,OF,207779,,,1194084.18,2.1,15340000,20151201,0.87,2879689.57,1685605.39,,N,,,Y,Y,1,,20181006,,,952670.61,1.68,,LCF,N,,0,WL,20151223,16,,1,
WFCM16LC24,,28000843,39,8587500,60,360,0.056172,0.056172,20160206,0,N,Y,1,3,Y,2,20181005,,20201105,L(32) D(25) O(3),,,,,,,,,,,1,,,,,,N,,,52,352,20210106,8518128.44,0.056172,0.0001265,,,,,0.000005,0.0560405,49392.21,3,RealOp SC Portfolio,Various,Various,SC,Various,Incomplete,XX,100423,,,944387.11,1.59,11450000,20151118,0.96,1385885.53,441498.42,,N,,,Y,Y,1,,20181006,,,887308.49,1.5,,LCF,N,,1,WL,20151229,0,,1,
WFCM16LC24,,300571576,40,8000000,120,360,0.048,0.048,20161006,0,N,Y,1,3,Y,2,20181005,,20260605,L(24) D(92) O(4),,,,,,,,,,,1,,,,,,N,,,120,360,20260906,8000000,0.048,0.0001265,,,,,0.000005,0.0478685,41973.23,1,Holiday Inn Hotel & Suites Beaufort,2225 Boundary Street,Beaufort,SC,29902,Incomplete,LO,,97,2008,1116271,2.22,12300000,20160628,0.7,3523361,2407089,,N,,,Y,Y,1,,20181006,,,975337,1.94,,RMF,N,,0,WL,20160817,0,,1,
WFCM16LC24,,600936054,41,7850000,120,360,0.0432,0.0432,20160911,0,N,Y,1,3,Y,2,20181010,,20260510,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260811,7840262.35,0.0432,0.0007015,,,,,0.000005,0.0424935,38939.65,1,Ridge Road Town Center,2435 & 2455 Ridge Road,Rockwall,TX,75087,Incomplete,RT,54424,,2005,814940,1.74,11920000,20160712,0.88,1218214,403273,,N,,,Y,Y,1,,20181011,,,744658,1.59,,WFB,N,,0,WL,20160801,0,,1,
WFCM16LC24,,300571574,42,7750000,120,360,0.0508,0.0508,20161006,0,N,Y,1,3,Y,2,20181005,,20260605,L(24) D(92) O(4),,,,,,,,,,,1,,,,,,N,,,120,360,20260906,7750000,0.0508,0.0001265,,,,,0.000005,0.0506685,41983.42,1,Holiday Inn Express Austin North,8500 North Interstate 35,Austin,TX,78753,Incomplete,LO,,101,1997,1025791,2.04,12600000,20160714,0.71,2853172,1827380,,N,,,Y,Y,1,,20181006,,,911665,1.81,,RMF,N,,1,WL,20160816,0,,1,
WFCM16LC24,,300571570,43,7650000,120,360,0.0451,0.0451,20160906,0,N,Y,1,3,Y,2,20181005,,20260505,L(25) D(91) O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20260806,7640902.74,0.0451,0.0001265,,,,,0.000005,0.0449685,38806.89,1,Hampton Inn McDonough,250 Avalon Court,McDonough,GA,30253,Incomplete,LO,,80,2014,1205590,2.59,11600000,20160620,0.79,2541562,1335973,,N,,,Y,Y,1,,20181006,,,1103927,2.37,,RMF,N,,0,WL,20160803,0,,1,
WFCM16LC24,,300571583,44,7420000,120,360,0.0465,0.0465,20161006,0,N,Y,1,3,Y,2,20181005,,20260605,L(24) D(92) O(4),,,,,,,,,,,1,,,,,,N,,,120,360,20260906,7420000,0.0465,0.0001265,,,,,0.000005,0.0463685,38260.25,1,Coachella Plaza,50249 Harrison Street,Coachella,CA,92236,Incomplete,RT,73277,,1991,742000,1.62,10700000,20160717,0.91,990360,248360,,N,,,Y,Y,1,,20181006,,,665469,1.45,,RMF,N,,0,WL,20160822,0,,1,
